Nombre del anuncio,Resultados,Alcance,Impresiones,Coste_resultados,Importe_gastado,Dias_transcurridos,Clasificacion_descripcion,Lugar_descripcion,Objetivo_descripcion,Red_Social_descripcion,Name
24030601CVAESPEGENERHUAU18-MAHYMTHRIN Unidad Deportiva Huatla,3289,4996,5604,0.072153,237.31,5,Especiales,Huautla,ThruPlay,Instagram,CVA Púrpura-Analytics-Anuncios-06-mar-2024-6-mar-2024.xlsx
24030602CVAATRIGENERPACH18-MAHYMTHRIN Defender México,1941,5997,6363,0.068418,132.8,6,Atributos,Pachuca,ThruPlay,Instagram,CVA Púrpura-Analytics-Anuncios-06-mar-2024-6-mar-2024.xlsx
24030601CVAESPEGENERHUAU18-MAHYMTHRIN Unidad Deportiva Huatla,12014,13982,18407,0.07934,953.19,4,Especiales,Huautla,ThruPlay,Instagram,CVA Púrpura-Analytics-Anuncios-07-mar-2024-7-mar-2024.xlsx
24030602CVAATRIGENERPACH18-MAHYMTHRIN Defender México,2525,6983,8141,0.078618,198.51,5,Atributos,Pachuca,ThruPlay,Instagram,CVA Púrpura-Analytics-Anuncios-07-mar-2024-7-mar-2024.xlsx
24030702CVAESPEGENERJALT18-MAHYMTHRIN Unidad Rehabilitación,753,1242,1414,0.075803,57.08,1,Especiales,Jaltocán,ThruPlay,Instagram,CVA Púrpura-Analytics-Anuncios-07-mar-2024-7-mar-2024.xlsx
24030702CVAESPEGENERJALT18-MAHYMTHRIN Unidad Rehabilitación,2238,2806,3302,0.073414,164.3,0,Especiales,Jaltocán,ThruPlay,Instagram,CVA Púrpura-Analytics-Anuncios-08-mar-2024-8-mar-2024.xlsx
24030802CVAESPEGENERHUEJ18-MAHYMTHRIN CR Huejutla Orquesta,1363,2637,3182,0.071497,97.45,1,Especiales,Huejutla,ThruPlay,Instagram,CVA Púrpura-Analytics-Anuncios-08-mar-2024-8-mar-2024.xlsx
24030802CVAESPEGENERHUEJ18-MAHYMTHRIN CR Huejutla Orquesta,2158,3661,4234,0.069453,149.88,0,Especiales,Huejutla,ThruPlay,Instagram,CVA Púrpura-Analytics-Anuncios-09-mar-2024-9-mar-2024.xlsx
24031002CVAESPEGENERHUAU18-MAHYMTHRIN CR Huautla Unidad Deportiva V2,715,1364,1429,0.069063,49.38,1,Especiales,Huautla,ThruPlay,Instagram,CVA Púrpura-Analytics-Anuncios-10-mar-2024-10-mar-2024.xlsx
24031002CVAESPEGENERHUAU18-MAHYMTHRIN CR Huautla Unidad Deportiva V2,3332,3977,4833,0.062608,208.61,0,Especiales,Huautla,ThruPlay,Instagram,CVA Púrpura-Analytics-Anuncios-11-mar-2024-11-mar-2024.xlsx
24031301CVAESPEGENERCDSA18-MAHYMTHRIN CC Cd. Sahagún Cancha Cachibol,1757,6075,9744,0.205504,361.07,0,Especiales,Cd. Sahagún,ThruPlay,Instagram,CVA Púrpura-Analytics-Anuncios-13-mar-2024-13-mar-2024.xlsx
24032501CVAATRIGENERCUAU18-MAHYMTHRIN Priistas Resolver,2303,5840,7404,0.07096,163.42,0,Atributos,Cuautepec,ThruPlay,Instagram,CVA Púrpura-Analytics-Anuncios-26-mar-2024-26-mar-2024.xlsx
24040102CVAATRIGENERCALN18-MAHYMINTIN Conozco Calnali,635,1602,1960,0.081213,51.57,1,Atributos,Calnali,Interacción,Instagram,CVA Púrpura-Analytics-Anuncios-01-abr-2024-1-abr-2024.xlsx
24040102CVAATRIGENERCALN18-MAHYMINTIN Conozco Calnali,4955,11121,18799,0.115191,570.77,0,Atributos,Calnali,Interacción,Instagram,CVA Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24040301CVATERRGENERZEMP18-MAHYMINTIN Comenzamos Día,886,14403,18478,0.60009,531.68,0,Territorio,Zempoala,Interacción,Instagram,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24040302CVAATRIGENERTLAN18-MAHYMTHRIN Gente Tlanalpa,5104,10520,11954,0.070745,361.08,1,Atributos,Tlanalpa,ThruPlay,Instagram,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24040302CVAATRIGENERTLAN18-MAHYMTHRIN Gente Tlanalpa,13008,20783,24308,0.071042,924.11,0,Atributos,Tlanalpa,ThruPlay,Instagram,CVA Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Corto,19003,45898,50965,0.062009,1178.36,30,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-01-mar-2024-1-mar-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Corto,61722,95285,103887,0.063299,3906.95,29,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-02-mar-2024-2-mar-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,32997,60740,65298,0.075056,2476.63,29,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-02-mar-2024-2-mar-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,121235,187664,231018,0.074674,9053.11,28,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-03-mar-2024-3-mar-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,57271,106276,115545,0.065963,3777.74,27,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-04-mar-2024-4-mar-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,113740,162583,184576,0.06199,7050.77,26,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-05-mar-2024-5-mar-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,37264,60155,60480,0.063996,2384.73,25,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-06-mar-2024-6-mar-2024.xlsx
24030602RZBSPOTGENERYUCA18-MAHYMTHRIN Jingle,33148,115956,130976,0.053662,1778.79,24,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-07-mar-2024-7-mar-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,361,2462,2602,0.551939,199.25,19,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-12-mar-2024-12-mar-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,51271,89720,98289,0.083619,4287.21,18,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-13-mar-2024-13-mar-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,30845,47304,51439,0.085712,2643.78,15,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-16-mar-2024-16-mar-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,21537,34455,35647,0.080098,1725.06,14,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-17-mar-2024-17-mar-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,59128,80797,86057,0.071766,4243.38,13,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-18-mar-2024-18-mar-2024.xlsx
24031801RZBTERRGENERYUCA18-MAHYMTHRIN 40 Municipios,12523,47685,54486,0.052765,660.77,12,Territorio,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-18-mar-2024-18-mar-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,1930,2773,2785,0.067368,130.02,12,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-19-mar-2024-19-mar-2024.xlsx
24031801RZBTERRGENERYUCA18-MAHYMTHRIN 40 Municipios,10180,46148,51821,0.057757,587.97,11,Territorio,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-19-mar-2024-19-mar-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,24248,31258,33600,0.070442,1708.07,11,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-20-mar-2024-20-mar-2024.xlsx
24031801RZBTERRGENERYUCA18-MAHYMTHRIN 40 Municipios,6091,33500,33635,0.066721,406.4,10,Territorio,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-20-mar-2024-20-mar-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,26159,33569,36851,0.073158,1913.74,10,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-21-mar-2024-21-mar-2024.xlsx
24031801RZBTERRGENERYUCA18-MAHYMTHRIN 40 Municipios,907,3824,3958,0.058931,53.45,9,Territorio,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-21-mar-2024-21-mar-2024.xlsx
24032103RZBESTRGENERYUCA18-MAHYMTHRIN Cinco Acciones,2336,7056,7452,0.052016,121.51,9,Estratégico,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-21-mar-2024-21-mar-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,26820,32935,36609,0.07242,1942.31,9,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-22-mar-2024-22-mar-2024.xlsx
24032103RZBESTRGENERYUCA18-MAHYMTHRIN Cinco Acciones,13647,47572,50419,0.055262,754.16,8,Estratégico,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-22-mar-2024-22-mar-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,25384,35220,39096,0.074446,1889.74,8,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-23-mar-2024-23-mar-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,17451,59949,64223,0.171187,2987.38,6,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-25-mar-2024-25-mar-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,56358,66629,75919,0.071503,4029.77,5,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-26-mar-2024-26-mar-2024.xlsx
24032504RZBESTRGENERYUCA18-MAHYMTHRIN Siete Días,15584,55711,69958,0.075603,1178.19,4,Estratégico,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-26-mar-2024-26-mar-2024.xlsx
24032703RZBESTRGENERYUCA18-MAHYMTHRIN Juntos Este 2024,4111,19053,20106,0.075332,309.69,3,Estratégico,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-27-mar-2024-27-mar-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,21062,26927,28617,0.07278,1532.9,4,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-27-mar-2024-27-mar-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,33991,42735,46574,0.079267,2694.36,3,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-28-mar-2024-28-mar-2024.xlsx
24032703RZBESTRGENERYUCA18-MAHYMTHRIN Juntos Este 2024,10627,55466,60538,0.082534,877.09,3,Estratégico,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-28-mar-2024-28-mar-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,37557,50734,56353,0.084389,3169.38,2,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-29-mar-2024-29-mar-2024.xlsx
24032902RZBESTRGENERYUCA18-MAHYMTHRIN Cubeta Agua,4793,16426,18699,0.078247,375.04,2,Estratégico,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-29-mar-2024-29-mar-2024.xlsx
24032802RZBESTRGENERYUCA18-MAHYMTHRIN Pareciera Constante,18215,75645,83035,0.077118,1404.71,2,Estratégico,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-29-mar-2024-29-mar-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,31873,42808,46870,0.0848,2702.84,1,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-30-mar-2024-30-mar-2024.xlsx
24032802RZBESTRGENERYUCA18-MAHYMTHRIN Pareciera Constante,7960,31004,32071,0.090338,719.09,1,Estratégico,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-30-mar-2024-30-mar-2024.xlsx
24032902RZBESTRGENERYUCA18-MAHYMTHRIN Cubeta Agua,18214,69309,75407,0.078756,1434.46,1,Estratégico,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-30-mar-2024-30-mar-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,39189,46079,51059,0.067836,2658.44,0,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-31-mar-2024-31-mar-2024.xlsx
24040102RZBTERRGENERDIL818-MAHYMTHRIN Melissa Figueroa,3642,13071,14774,0.102416,373,0,Territorio,Distrito Local 8,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,20455,26328,27761,0.066019,1350.41,28,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24040201RZBESTRGENERMERN18-MAHYMTHRIN Kathia Bolio,6758,11491,13276,0.084714,572.5,5,Estratégico,Mérida Norte,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,26349,35296,38277,0.054445,1434.58,29,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-01-abr-2024-1-abr-2024.xlsx
24040102RZBTERRGENERDIL818-MAHYMTHRIN Melissa Figueroa,1654,7832,8485,0.09659,159.76,1,Territorio,Distrito Local 8,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-01-abr-2024-1-abr-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,35522,45020,49680,0.063309,2248.87,26,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
24040201RZBESTRGENERMERN18-MAHYMTHRIN Kathia Bolio,4373,6438,7089,0.071967,314.71,3,Estratégico,Mérida Norte,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
24040301RZBESTRGENERMERS18-MAHYMTHRIN Sergio Vadillo,7977,13668,14464,0.068607,547.28,3,Estratégico,Mérida Sur,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,19517,27775,30535,0.069371,1353.92,27,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24040201RZBESTRGENERMERN18-MAHYMTHRIN Kathia Bolio,9270,14575,17127,0.085797,795.34,4,Estratégico,Mérida Norte,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24040301RZBESTRGENERMERS18-MAHYMTHRIN Sergio Vadillo,4785,24147,27581,0.12061,577.12,4,Estratégico,Mérida Sur,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,33940,48188,51927,0.063822,2166.11,22,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-08-abr-2024-8-abr-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,33021,44597,48811,0.066145,2184.17,25,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-05-abr-2024-5-abr-2024.xlsx
24040201RZBESTRGENERMERN18-MAHYMTHRIN Kathia Bolio,5196,7080,8089,0.073453,381.66,2,Estratégico,Mérida Norte,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-05-abr-2024-5-abr-2024.xlsx
24040301RZBESTRGENERMERS18-MAHYMTHRIN Sergio Vadillo,5170,12247,13045,0.076443,395.21,2,Estratégico,Mérida Sur,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-05-abr-2024-5-abr-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,30514,42651,45619,0.069703,2126.91,23,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-07-abr-2024-7-abr-2024.xlsx
24040201RZBESTRGENERMERN18-MAHYMTHRIN Kathia Bolio,9635,12412,14760,0.080526,775.87,0,Estratégico,Mérida Norte,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-07-abr-2024-7-abr-2024.xlsx
24040301RZBESTRGENERMERS18-MAHYMTHRIN Sergio Vadillo,6656,8856,9618,0.066062,439.71,0,Estratégico,Mérida Sur,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-07-abr-2024-7-abr-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,33615,45261,49488,0.068275,2295.08,24,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-06-abr-2024-6-abr-2024.xlsx
24040201RZBESTRGENERMERN18-MAHYMTHRIN Kathia Bolio,8835,10812,12958,0.076172,672.98,1,Estratégico,Mérida Norte,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-06-abr-2024-6-abr-2024.xlsx
24040301RZBESTRGENERMERS18-MAHYMTHRIN Sergio Vadillo,8678,12335,13205,0.067267,583.74,1,Estratégico,Mérida Sur,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-06-abr-2024-6-abr-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRIN Spot Campaña Largo,29291,39374,41308,0.065121,1907.46,21,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-09-abr-2024-9-abr-2024.xlsx
24041101RZBSPOTGENERYUCA18-MAHYMTHRIN Segundo Spot,11952,46293,52785,0.093166,1113.52,19,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-11-abr-2024-11-abr-2024.xlsx
24041103RZBESTRGENERYUCA18-MAHYMINTIN 4 de Rolo,785,5371,7067,0.245185,192.47,2,Estratégico,Yucatán,Interacción,Instagram,RZB Púrpura-Analytics-Anuncios-11-abr-2024-11-abr-2024.xlsx
24041102RZBESTRGENERYUCA18-MAHYMINTIN Ley Jóvenes,25,164,175,0.2416,6.04,2,Estratégico,Yucatán,Interacción,Instagram,RZB Púrpura-Analytics-Anuncios-11-abr-2024-11-abr-2024.xlsx
24041101RZBSPOTGENERYUCA18-MAHYMTHRIN Segundo Spot,26962,56955,63536,0.094204,2539.94,17,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-13-abr-2024-13-abr-2024.xlsx
24041106RZBESTRGENERDIF318-MAHYMTHRIN Identidad Sergio,9914,13183,14686,0.094857,940.41,0,Estratégico,Distrito Federal 3,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-13-abr-2024-13-abr-2024.xlsx
24041201RZBESTRGENERYUCA18-MAHYMINTIN Ingreso Garantizado,505,4886,6151,1.348594,681.04,0,Estratégico,Yucatán,Interacción,Instagram,RZB Púrpura-Analytics-Anuncios-13-abr-2024-13-abr-2024.xlsx
24041101RZBSPOTGENERYUCA18-MAHYMTHRIN Segundo Spot,23575,53007,58133,0.096321,2270.77,18,Spots,Yucatán,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-12-abr-2024-12-abr-2024.xlsx
24041103RZBESTRGENERYUCA18-MAHYMINTIN 4 de Rolo,1361,10808,13898,0.882028,1200.44,1,Estratégico,Yucatán,Interacción,Instagram,RZB Púrpura-Analytics-Anuncios-12-abr-2024-12-abr-2024.xlsx
24041102RZBESTRGENERYUCA18-MAHYMINTIN Ley Jóvenes,780,4515,6198,0.924026,720.74,1,Estratégico,Yucatán,Interacción,Instagram,RZB Púrpura-Analytics-Anuncios-12-abr-2024-12-abr-2024.xlsx
24041106RZBESTRGENERDIF318-MAHYMTHRIN Identidad Sergio,4852,7725,8049,0.119586,580.23,1,Estratégico,Distrito Federal 3,ThruPlay,Instagram,RZB Púrpura-Analytics-Anuncios-12-abr-2024-12-abr-2024.xlsx
24030602CVAATRIGENERPACH18-MAHYMTHRFB Defender México,4011,10692,11273,0.063084,253.03,6,Atributos,Pachuca,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-06-mar-2024-6-mar-2024.xlsx
24030602CVAATRIGENERPACH18-MAHYMTHRFB Defender México,12373,32669,39618,0.074005,915.66,5,Atributos,Pachuca,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-07-mar-2024-7-mar-2024.xlsx
24030701CVATERRGENERMINE18-MAHYMINTFB Derecho Trabajo,6246,51168,87769,0.560359,3500,19,Territorio,Mineral,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-07-mar-2024-7-mar-2024.xlsx
24040601CVAATRIGENERPACH18-MAHYMTHRFB Calles Baches,2174,11136,11662,0.066633,144.86,4,Atributos,Pachuca,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-07-abr-2024-7-abr-2024.xlsx
24040601CVAATRIGENERPACH18-MAHYMTHRFB Calles Baches V2,16718,78624,89670,0.067565,1129.55,3,Atributos,Pachuca,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-08-abr-2024-8-abr-2024.xlsx
24041202CVATERRGENERTIZA18-MAHYMINTFB Empresarios Canacintra,881,2212,2896,0.272213,239.82,2,Territorio,Tizayuca,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-12-abr-2024-12-abr-2024.xlsx
24030602RZBTERRGENERBACA18-MAHYMINTFB Identidad Presencia,373,2026,2094,0.097158,36.24,6,Territorio,Baca,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-06-mar-2024-6-mar-2024.xlsx
24030604RZBTERRGENERBACA18-MAHYMINTFB Identidad Presencia,1549,8137,9219,0.088425,136.97,6,Territorio,Baca,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-06-mar-2024-6-mar-2024.xlsx
24030604RZBTERRGENERBACA18-MAHYMINTFB Identidad Presencia,4412,32578,45887,0.187396,826.79,5,Territorio,Baca,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-07-mar-2024-7-mar-2024.xlsx
24031001RZBESTRGENERCDMX18-MAHYMINTFB Universal Oiga Doctor,1616,24233,29089,0.518905,838.55,16,Estratégico,CDMX,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-10-mar-2024-10-mar-2024.xlsx
24031001RZBESTRGENERCDMX18-MAHYMINTFB Universal Oiga Doctor,1886,30862,35546,0.615827,1161.45,15,Estratégico,CDMX,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-11-mar-2024-11-mar-2024.xlsx
24030201RZBTERRGENEROXKU18-MAHYMINTFB Identidad Beisbolera,1000,4815,6224,0.10473,104.73,15,Territorio,Oxkutzcab,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-02-mar-2024-2-mar-2024.xlsx
24030202RZBTERRGENEROXKU18-MAHYMINTFB Xohuayán Juan Canul,2187,8165,11759,0.099223,217,15,Territorio,Oxkutzcab,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-02-mar-2024-2-mar-2024.xlsx
24030201RZBTERRGENEROXKU18-MAHYMINTFB Identidad Beisbolera,2557,19641,43599,0.335929,858.97,14,Territorio,Oxkutzcab,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-03-mar-2024-3-mar-2024.xlsx
24030202RZBTERRGENEROXKU18-MAHYMINTFB Xohuayán Juan Canul,2480,16464,34908,0.310972,771.21,14,Territorio,Oxkutzcab,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-03-mar-2024-3-mar-2024.xlsx
24030301RZBTERRGENERCONK18-MAHYMINTFB Sabe Hacer Diferencia,3343,7797,20157,0.203099,678.96,17,Territorio,Conkal,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-03-mar-2024-3-mar-2024.xlsx
24030301RZBTERRGENERCONK18-MAHYMINTFB Sabe Hacer Diferencia,2389,12751,36015,0.552968,1321.04,16,Territorio,Conkal,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-04-mar-2024-4-mar-2024.xlsx
24030901RZBTERRGENERTIZI18-MAHYMINTFB Jorge Váles,4708,11013,15972,0.064548,303.89,15,Territorio,Tizimín,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-09-mar-2024-9-mar-2024.xlsx
24030901RZBTERRGENERTIZI18-MAHYMINTFB Jorge Váles,4953,19947,31919,0.178544,884.33,14,Territorio,Tizimín,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-10-mar-2024-10-mar-2024.xlsx
24030904RZBESTRGENERTIZI18-MAHYMINTFB Tizimín Renán,155,312,318,0.053677,8.32,15,Estratégico,Tizimín,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-09-mar-2024-9-mar-2024.xlsx
24030904RZBESTRGENERTIZI18-MAHYMINTFB Tizimín Renán,4663,18565,31160,0.172305,803.46,14,Estratégico,Tizimín,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-10-mar-2024-10-mar-2024.xlsx
24031401RZBESTRGENERVALL18-MAHYMINTFB Valladolid Renán,6042,32181,56284,0.248262,1500,12,Estratégico,Valladolid,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-14-mar-2024-14-mar-2024.xlsx
24031902RZBESTRGENERMAYA18-MAHYMINTFB Renán Conkal,7035,61374,83706,0.280158,1970.91,9,Estratégico,Mayapán,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-20-mar-2024-20-mar-2024.xlsx
24031902RZBESTRGENERMAYA18-MAHYMINTFB Renán Conkal,33,238,245,0.189697,6.26,8,Estratégico,Mayapán,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-21-mar-2024-21-mar-2024.xlsx
24040201RZBESTRGENERMERN18-MAHYMTHRFB Kathia Bolio,2761,7386,8244,0.09648,266.38,5,Estratégico,Mérida Norte,ThruPlay,Facebook,RZB Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24040201RZBESTRGENERMERN18-MAHYMTHRFB Kathia Bolio,16672,20451,24083,0.06932,1155.7,3,Estratégico,Mérida Norte,ThruPlay,Facebook,RZB Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
